0,0793252;0,199149;0,711
0,0564135;0,308176;0,7017
0,134304;0,0056917;0,6961
0,108409;0,305124;0,6918
0,0806833;0,243889;0,7048
0,110118;0,168035;0,7041
0,197676;0,0100101;0,6487
0,129162;0,419004;0,6557
0,0744346;0,353069;0,6824
0,216437;0,492767;0,7115
0,0583514;0,0852382;0,7388
0,182546;0,0785241;0,6828
0,1095;0,15508;0,7218
0,0303507;0,0242622;0,77
0,061388;0,0829188;0,6707
0,0439085;0,303476;0,7686
0,0379955;0,459014;0,7316
0,0335246;0,0445112;0,7809
0,0269402;0,00399792;0,7797
0,237159;0,122394;0,6843
0,109043;0,192068;0,6984
0,128018;0,313044;0,6707
0,0940123;0,436384;0,7846
0,128445;0,0101169;0,6836
0,0624638;0,337168;0,6823



