0,00125126;0,563585;0,4313
0,170965;0,52147;0,7421
0,495865;0,401746;0,6241
0,48262;0,108005;0,4341
0,792016;0,182562;0,6807
0,46028;0,518326;0,5616
0,0516984;0,275491;0,7218
0,33665;0,222449;0,7356
0,588946;0,21894;0,7343
0,0959197;0,0606708;0,7739
0,975249;0,404035;0,6787
0,891934;0,989593;0,4962
0,76989;0,883114;0,5342
0,0909452;0,953185;0,6878
0,875698;0,303415;0,5491
0,939817;0,879055;0,5244
0,519242;0,965606;0,1515
0,85876;0,79931;0,4486
0,856471;0,00729392;0,5448
0,359478;0,0968352;0,6291
0,000250252;0,281793;0,2309
0,0341929;0,260735;0,7813
0,0991729;0,200873;0,7214
0,0965239;0,0540025;0,7357
0,158403;0,0912809;0,7632
0,092056;0,259163;0,7021
0,0103397;0,137745;0,7365
0,0673299;0,111225;0,7046
0,117789;0,10947;0,7217
0,0191839;0,0303354;0,7753
0,19505;0,202017;0,694
0,178387;0,494797;0,7216
0,153978;0,441557;0,783
0,018189;0,476592;0,7553
0,17514;0,151708;0,6877
0,187964;0,439528;0,7237
0,103848;0,482803;0,7515
0,171752;0,399655;0,6907
0,171294;0,00364696;0,688
0,0718955;0,0484176;0,713
0,040614;0,355968;0,7126
0,117624;0,4382;0,6676
0,178008;0,470992;0,6884
0,0986236;0,230216;0,7256
0,148814;0,348903;0,7194
0,123661;0,00526444;0,6921
0,0386059;0,400616;0,6942
0,104147;0,136692;0,6938
0,199316;0,351985;0,595
0,162774;0,225883;0,6428
0,000125126;0,225434;0,1505
0,0170965;0,208588;0,7583
0,0495865;0,160698;0,769
0,048262;0,043202;0,7394
0,0792016;0,0730247;0,7256
0,046028;0,207331;0,7598
0,00516984;0,110196;0,6182
0,033665;0,0889798;0,8072
0,0588946;0,0875759;0,7077
0,00959197;0,0242683;0,6888
0,0975249;0,161614;0,7864
0,0891934;0,395837;0,6879
0,076989;0,353246;0,6888
0,00909452;0,381274;0,7699
0,0875698;0,121366;0,7103
0,0939818;0,351622;0,7111
0,0519242;0,386242;0,7364
0,085876;0,319724;0,6347
0,0856472;0,00291757;0,7643
0,0359478;0,0387341;0,7662
0,020307;0,284774;0,777
0,0588122;0,35056;0,7246
0,0890042;0,376794;0,6937
0,0493118;0,184173;0,6733
0,0744072;0,279122;0,7388
0,0618305;0,00421155;0,7333
0,019303;0,320493;0,7966
0,0520737;0,109354;0,7049
0,0996582;0,281588;0,7519
0,0813868;0,180706;0,785
0,000312815;0,281793;0,2758
0,0427412;0,260735;0,7562
0,123966;0,200873;0,7243
0,120655;0,0540025;0,7649
0,198004;0,0912809;0,7709
0,11507;0,259163;0,6466
0,0129246;0,137745;0,7164
0,0841624;0,111225;0,7128
0,147237;0,10947;0,6638
0,0239799;0,0303354;0,7686
0,243812;0,202017;0,7454
0,222983;0,494797;0,7205
0,192473;0,441557;0,7975
0,0227363;0,476592;0,8052
0,218925;0,151708;0,5677
0,234954;0,439528;0,7538
0,12981;0,482803;0,7707
0,21469;0,399655;0,697
0,214118;0,00364696;0,7498
0,0898694;0,0484176;0,7278
0,0507675;0,355968;0,7309
0,147031;0,4382;0,8057
0,22251;0,470992;0,753
0,12328;0,230216;0,7199
0,186018;0,348903;0,768
0,154576;0,00526444;0,6677
0,0482574;0,400616;0,58
0,130184;0,136692;0,7236
0,249145;0,351985;0,8077
0,203467;0,225883;0,6681
0,150327;0,2107;0,6766
0,208815;0,100375;0,6777
0,0303812;0,295587;0,7841
0,234954;0,374432;0,6574
0,236175;0,328272;0,6594
0,104366;0,0719474;0,7483
0,240417;0,0876492;0,7162
0,0091174;0,312204;0,7227
0,105579;0,126591;0,6833
0,0527741;0,0577105;0,7479
0,10403;0,0511948;0,7662
0,198675;0,424955;0,6058
0,244346;0,362728;0,539
0,124416;0,0571917;0,6929
0,203963;0,361736;0,7795
0,232643;0,0602893;0,7205
0,16805;0,115009;0,7706
0,0679266;0,000534074;0,7039
0,0746025;0,484817;0,7238
0,140156;0,465316;0,7332
0,0158162;0,220618;0,7216
0,153897;0,186071;0,7261
0,0457396;0,113514;0,723
0,144215;0,22396;0,7055
0,14407;0,212958;0,6673
0,0186315;0,21778;0,7776
0,0863369;0,106006;0,6647
0,00539415;0,194617;0,6314
0,220237;0,259255;0,7299
0,00792718;0,442839;0,7969
0,148251;0,422987;0,7583
0,115627;0,4476;0,7354
0,066538;0,0980255;0,7104
0,0207907;0,389019;0,722
0,0100101;0,0651112;0,7383
0,0919294;0,202597;0,691
0,00374615;0,476577;0,6756
0,103198;0,202338;0,7268
0,120563;0,0106815;0,7629
0,12019;0,266259;0,7066
0,194914;0,0884732;0,6368
0,0418638;0,0844295;0,7087
0,192999;0,152989;0,6463
0,0488678;0,469588;0,7685
0,23912;0,0111087;0,7644
0,207968;0,23011;0,725
0,0483108;0,237846;0,7225
0,232803;0,105564;0,7645
0,0152211;0,143147;0,7265
0,150891;0,26484;0,7134
0,209189;0,301157;0,7135
0,126888;0,366558;0,6643
0,0256355;0,142048;0,7702
0,19203;0,182257;0,6727
0,243698;0,106311;0,6148
0,129902;0,281838;0,7
0,240051;0,361553;0,6516
0,0184561;0,281671;0,7579
0,109066;0,0817591;0,7141
0,178213;0,15511;0,7474
0,189177;0,289178;0,6952
0,0267647;0,105548;0,7411
0,24546;0,258522;0,7217
0,089526;0,00196844;0,6941
0,0585345;0,483779;0,7561
0,16673;0,37701;0,8133
0,169675;0,207587;0,7026
0,156652;0,487472;0,7348
0,0321665;0,0129398;0,7646
0,0351115;0,437361;0,6377
0,0689337;0,477554;0,7393
0,241241;0,363506;0,6221
0,136402;0,390576;0,6816
0,21942;0,183538;0,7097
0,144612;0,0319987;0,5974
0,11755;0,406461;0,7023
0,0835978;0,0143742;0,7104
0,141583;0,00567644;0,7796
0,206;0,187109;0,7895
0,066187;0,354595;0,7043
0,115909;0,103305;0,7116
0,151799;0,22457;0,6912
0,0140385;0,0490432;0,7817
0,217841;0,345592;0,7771
0,0990249;0,135151;0,6935
0,122219;0,0291604;0,7443
0,125095;0,451537;0,7535
0,147069;0,35403;0,7039
0,115909;0,283959;0,6928
0,0407193;0,41406;0,6651
0,234687;0,393353;0,6845
0,216002;0,12891;0,7201
0,060564;0,357585;0,766
0,104656;0,117038;0,714
0,0212333;0,475799;0,7547
0,168149;0,131199;0,7524
0,231788;0,235145;0,639
0,0645924;0,0565355;0,5972
0,239837;0,34019;0,7149
0,222083;0,471191;0,7563
0,176901;0,304575;0,7404
0,0680792;0,269189;0,7372
0,065981;0,105426;0,688
0,16525;0,346156;0,6841
0,0355007;0,400098;0,6981
0,00337992;0,34724;0,5502
0,189344;0,305445;0,7655
0,197691;0,477752;0,4668
0,133259;0,239692;0,7311
0,0932417;0,376141;0,7289
0,157483;0,326685;0,736
0,0257729;0,0495468;0,7903
0,0755867;0,362682;0,6456
0,238624;0,37196;0,7591
0,219626;0,345653;0,6587
0,205992;0,144566;0,7338
0,0914563;0,0671102;0,7246
0,112453;0,21897;0,7139
0,170415;0,266381;0,6692
0,23867;0,182684;0,7626
0,127125;0,347392;0,75
0,00338755;0,10712;0,5165
0,193655;0,157949;0,7419
0,161725;0,358242;0,7606
0,189863;0,331629;0,6668
0,159581;0,469497;0,7641
0,206046;0,191977;0,7076
0,144444;0,0774407;0,7219
0,191755;0,219321;0,7351
0,132366;0,419828;0,7308
0,200964;0,0800958;0,6433
0,0811869;0,395978;0,7222
0,0433973;0,218665;0,7301
0,120067;0,190039;0,7501
0,0921888;0,0115207;0,7612
0,185186;0,456389;0,6745
0,247703;0,484222;0,5611
0,0617466;0,0677206;0,7211
0,0576571;0,0905026;0,72
0,0822398;0,425642;0,7246
0,243568;0,0542619;0,6273
0,230918;0,333628;0,6375
0,133236;0,273782;0,6805
0,15453;0,432646;0,5072
0,249725;0,288446;0,6669
